"","ONTOLOGY","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0044391","CC","GO:0044391","ribosomal subunit","90/1394","184/10713",1.03606501842558e-32,6.40391787888853e-29,6.10951182444223e-29,"Nsun4/Rpl26/Mrpl23/Rps27/Uba52/Rpl13/Rpl41/Rps14/Rplp1/Rpl18a/Rpl7a/Mrpl20/Rpl38/Rps17/Rps15a/Mrps33/Rps27rt/Rack1/Mrps14/Rps15/Rps12/Rpl14/Rpsa/Rps3/Rps21/Mrpl42/Rpl32/Rpl18/Mrpl27/Rpl35/Mrpl52/Rps19/Rpl34/Rps29/Rpl39/Rps26/Mrps28/Rps27a/Rps23/Rpl27/Rpl36/Rps18/Mrpl28/Rpl37a/Rps7/Rpl13a/Mcts1/Chchd1/Fau/Rpl11/Rps25/Rpl12/Mrpl53/Rps16/Rpl27a/Rpl19/Rps8/Mrps18a/Rpl37/Ubb/Rps24/Rps27l/Snu13/Mrpl41/Rps2/Rpl30/Mrps21/Rplp0/Rpl7l1/Rpl31/Rps28/Mrpl46/Rps20/Mrps6/Mrps24/Mrpl33/Mrpl12/Rpl24/Aurkaip1/Rps9/Rps11/Mrpl36/Rpl35a/Rps13/Rpl23a/Rpl15/Rpl9/Rplp2/Rpl28/Rpl6",90
"GO:0098798","CC","GO:0098798","mitochondrial protein-containing complex","103/1394","282/10713",2.17073819600611e-24,2.23622213158562e-21,2.1334167322853e-21,"Nsun4/Ndufa11/Cox7c/Ndufb1/Mrpl23/Uqcrq/Cox6c/Cox7b/Atp5mf/Ndufa2/Uqcr10/COX3/Mrpl20/Atp5mk/Atp5mg/Cox4i1/Cox6a1/Mrps33/Ndufa3/Uqcr11/Ndufb4/Mrps14/Atp5pd/Cox7a2/Tomm7/Ndufb9/Ndufc1/Tomm5/Mrpl42/Ndufc2/Uqcrh/Ndufb6/Mrpl27/Supv3l1/Ndufb2/Smdt1/Cox8a/ND3/Ndufb11/Mrpl52/Immp1l/Mrps28/Timm13/Cox5b/Ndufb4c/Ndufa4/Mrpl28/Romo1/Micos13/Atp5mj/Chchd1/Ndufa6/Ndufb5/Ndufs6/Ndufa12/Cox6b1/Ndufv3/Mrpl53/Ndufa8/Mrps18a/Fxn/Lyrm4/Iscu/Atp5mc1/Mrpl41/Mrps21/Sdhb/Atp5me/Ndufa7/Ndufa1/Atp5pb/Atp5pf/Mrpl46/Mrps6/Prorp/Timm17a/Mrps24/Ndufb7/Mrpl33/Mrpl12/Aurkaip1/Dnajc19/Mrpl36/Ndufb8/Mfn1/Ndufa13/Ndufb10/Mrps36/Uqcrb/Cyc1/Bax/Ndufs4/Ndufs7/Ndufab1/Etfb/Bckdhb/Atp5po/Tomm40/Chchd10/Tomm6/Ndufa10/Hadhb/Slc25a5",103
"GO:0098800","CC","GO:0098800","inner mitochondrial membrane protein complex","64/1394","140/10713",1.48676309746193e-21,1.31281181505889e-18,1.25245817623786e-18,"Ndufa11/Cox7c/Ndufb1/Uqcrq/Cox6c/Cox7b/Atp5mf/Ndufa2/Uqcr10/COX3/Atp5mk/Atp5mg/Cox4i1/Cox6a1/Ndufa3/Uqcr11/Ndufb4/Atp5pd/Cox7a2/Ndufb9/Ndufc1/Ndufc2/Uqcrh/Ndufb6/Ndufb2/Smdt1/Cox8a/ND3/Ndufb11/Immp1l/Cox5b/Ndufb4c/Ndufa4/Romo1/Micos13/Atp5mj/Ndufa6/Ndufb5/Ndufs6/Ndufa12/Cox6b1/Ndufv3/Ndufa8/Atp5mc1/Sdhb/Atp5me/Ndufa7/Ndufa1/Atp5pb/Atp5pf/Timm17a/Ndufb7/Dnajc19/Ndufb8/Ndufa13/Ndufb10/Uqcrb/Cyc1/Ndufs4/Ndufs7/Ndufab1/Atp5po/Chchd10/Ndufa10",64
"GO:0098803","CC","GO:0098803","respiratory chain complex","47/1394","83/10713",4.22643231530589e-21,2.90261979343397e-18,2.76917822577118e-18,"Ndufa11/Cox7c/Ndufb1/Uqcrq/Cox6c/Cox7b/Ndufa2/Uqcr10/COX3/Cox4i1/Cox6a1/Ndufa3/Uqcr11/Ndufb4/Cox7a2/Ndufb9/Ndufc1/Ndufc2/Uqcrh/Ndufb6/Ndufb2/Cox8a/ND3/Ndufb11/Cox5b/Ndufb4c/Ndufa4/Ndufa6/Ndufb5/Ndufs6/Ndufa12/Cox6b1/Ndufv3/Ndufa8/Sdhb/Ndufa7/Ndufa1/Ndufb7/Ndufb8/Ndufa13/Ndufb10/Uqcrb/Cyc1/Ndufs4/Ndufs7/Ndufab1/Ndufa10",47
"GO:0070469","CC","GO:0070469","respirasome","48/1394","89/10713",2.67479683197036e-20,1.18092280131491e-17,1.12663247012766e-17,"Ndufa11/Cox7c/Ndufb1/Uqcrq/Cox6c/Cox7b/Ndufa2/Uqcr10/COX3/Cox4i1/Cox6a1/Ndufa3/Uqcr11/Ndufb4/Cox7a2/Ndufb9/Ndufc1/Ndufc2/Uqcrh/Ndufb6/Ndufb2/Cox8a/ND3/Ndufb11/Cox5b/Ndufb4c/Ndufa4/Ndufa6/Ndufb5/Ndufs6/Ndufa12/Cox6b1/Ndufv3/Ndufa8/Sdhb/Ndufa7/Ndufa1/Ndufb7/Ndufb8/Ndufa13/Ndufb10/Uqcrb/Cyc1/Ndufs4/Ndufs7/Ttc19/Ndufab1/Ndufa10",48
"GO:1990204","CC","GO:1990204","oxidoreductase complex","43/1394","109/10713",3.34934563372325e-12,6.27342586728588e-10,5.98501889636926e-10,"Ndufa11/Ndufb1/Ogdhl/Uqcrq/Ndufa2/Uqcr10/Ndufa3/Uqcr11/Ndufb4/Ndufb9/Ndufc1/Ndufc2/Uqcrh/Ndufb6/Ndufb2/ND3/Ndufb11/Ndufb4c/Ndufa4/Cyba/Ndufa6/Ndufb5/Ndufs6/Ndufa12/Ndufv3/Ndufa8/Gmpr/Sdhb/Ndufa7/Ndufa1/Ndufb7/Ndufb8/Ndufa13/Ndufb10/Mrps36/Uqcrb/Cyc1/Ndufs4/Ndufs7/Ndufab1/Etfb/Bckdhb/Ndufa10",43
"GO:0070069","CC","GO:0070069","cytochrome complex","17/1394","33/10713",1.1906706051067e-07,1.2064811492073e-05,1.1510158291299e-05,"Cox7c/Uqcrq/Cox6c/Cox7b/Uqcr10/COX3/Cox4i1/Cox6a1/Uqcr11/Cox7a2/Uqcrh/Cox8a/Cox5b/Ndufa4/Cox6b1/Uqcrb/Cyc1",17
"GO:0045263","CC","GO:0045263","proton-transporting ATP synthase complex, coupling factor F(o)","8/1394","12/10713",2.45441975825189e-05,0.00182780343683794,0.00174377418969272,"Atp5mf/Atp5mg/Atp5pd/Atp5mc1/Atp5me/Atp5pb/Atp5pf/Atp5po",8
"GO:0005844","CC","GO:0005844","polysome","21/1394","64/10713",3.38826469589159e-05,0.00240722575693171,0.00229655884166784,"Rpl18a/Rpl7a/Rpl38/Rps3/Rps21/Rpl32/Vim/Rpl18/Rps29/Rpl39/Rps26/Rps23/Rpl36/Rpl11/Rpl19/Rpl30/Rpl31/Rps28/Naa38/Rpl24/Rpl6",21
"GO:0031514","CC","GO:0031514","motile cilium","36/1394","142/10713",4.78776905102251e-05,0.00321665222873588,0.00306877370982015,"Cfap52/Dnai4/Mlf1/Enkur/Dnali1/Cfap69/Dnai2/Saxo2/Ctsh/Spa17/Iqub/Ccdc65/Ak7/Catsper2/Cfap43/Dnai1/Cd24a/Cfap251/Ccdc40/Ropn1l/Dnajb13/Spag4/Eno4/Gstm5/Mkks/Cfap36/Pacrg/Slirp/Gabarap/Nme5/Ccdc34/Adam15/Septin6/Rabl2/Dync2li1/Capzb",36
"GO:0005930","CC","GO:0005930","axoneme","28/1394","103/10713",8.82717800888559e-05,0.00568341534092935,0.00542213280765099,"Cfap52/Dnai4/Enkur/Dnali1/Spag8/Cfap69/Dnai2/Ccdc96/Saxo2/Ctsh/Ccdc65/Tuba1a/Cfap43/Dnai3/Cfap276/Cimip2c/Dnai1/Ccdc40/Dnajb13/Tubb4b/Pierce1/Dynlt2b/Cfap36/Pacrg/Gabarap/Atg5/Dync2li1/Arl3",28
"GO:0032040","CC","GO:0032040","small-subunit processome","21/1394","70/10713",0.000146601519588712,0.00879751449104691,0.00839306809132312,"Rps27/Rps14/Rps19bp1/Rps17/Rps15a/Rps27rt/Ngdn/Rps12/Rps19/Rps27a/Rps23/Rps7/Fcf1/Rps16/Rps8/Rps24/Snu13/Rps28/Rps9/Rps11/Rps13",21
"GO:1902495","CC","GO:1902495","transmembrane transporter complex","50/1394","235/10713",0.000252751253426196,0.0144150310950525,0.0137523317116944,"Ttyh2/Kcnh2/Hcn3/Ndufa11/Catsper2/Kcnc2/Ndufb1/Uqcrq/Gabrd/Ndufa2/Uqcr10/Atp6v0e/Kcnd1/Ndufa3/Uqcr11/Ndufb4/Ndufb9/Ndufc1/Ndufc2/Uqcrh/Ndufb6/Ndufb2/Smdt1/ND3/Ndufb11/Ndufb4c/Ndufa4/Ndufa6/Kcnv1/Ndufb5/Ndufs6/Ndufa12/Ndufv3/Ndufa8/Atp5mc1/Ndufa7/Ndufa1/Ndufb7/Kcng1/Kcne5/Ndufb8/Ndufa13/Ndufb10/Uqcrb/Cyc1/Ndufs4/Ndufs7/Ndufab1/Atp6v1f/Ndufa10",50
"GO:0034709","CC","GO:0034709","methylosome","7/1394","12/10713",0.000271225183547661,0.0149682398170365,0.0142801078781391,"Snrpe/Snrpd2/Snrpf/Snrpb/Erh/Snrpd3/Clns1a",7
"GO:1990351","CC","GO:1990351","transporter complex","52/1394","253/10713",0.000463082220774979,0.0228984896528812,0.0218457819013173,"Ttyh2/Kcnh2/Hcn3/Ndufa11/Catsper2/Kcnc2/Ndufb1/Uqcrq/Gabrd/Ndufa2/Uqcr10/Atp6v0e/Kcnd1/Ndufa3/Uqcr11/Ndufb4/Ndufb9/Ndufc1/Ndufc2/Uqcrh/Ndufb6/Ndufb2/Smdt1/ND3/Ndufb11/Timm13/Ndufb4c/Ndufa4/Pex12/Ndufa6/Kcnv1/Ndufb5/Ndufs6/Ndufa12/Ndufv3/Ndufa8/Atp5mc1/Ndufa7/Ndufa1/Ndufb7/Kcng1/Kcne5/Ndufb8/Ndufa13/Ndufb10/Uqcrb/Cyc1/Ndufs4/Ndufs7/Ndufab1/Atp6v1f/Ndufa10",52
"GO:0031970","CC","GO:0031970","organelle envelope lumen","19/1394","66/10713",0.00053350710445448,0.0253662108664088,0.0242000550538785,"Tamalin/Chchd5/Plaat1/Chchd2/Rexo2/Uqcc2/Gatm/Timm13/Cox19/Bloc1s1/Ndufa8/Park7/Pank2/Ndufb7/Prelid1/Cox17/Chchd10/Cycs/Arl2bp",19
"GO:0005761","CC","GO:0005761","mitochondrial ribosome","23/1394","89/10713",0.000796058114208565,0.0353988144167132,0.0337714316985716,"Nsun4/Mrpl23/Mrpl20/Mrps33/Mrps14/Mrpl42/Mrpl27/Mrpl52/Mrps28/Mrpl28/Chchd1/Mrpl53/Mrps18a/Mrpl41/Mrps21/Ndufa7/Mrpl46/Mrps6/Mrps24/Mrpl33/Mrpl12/Aurkaip1/Mrpl36",23
"GO:0046540","CC","GO:0046540","U4/U6 x U5 tri-snRNP complex","12/1394","35/10713",0.0010470751264641,0.0443285709361273,0.0422906622815565,"Prpf3/Ddx23/Snrpe/Snrpd2/Lsm5/Snrpf/Snu13/Lsm3/Lsm4/Snrpb/Eftud2/Snrpd3",12
"GO:0097526","CC","GO:0097526","spliceosomal tri-snRNP complex","12/1394","35/10713",0.0010470751264641,0.0443285709361273,0.0422906622815565,"Prpf3/Ddx23/Snrpe/Snrpd2/Lsm5/Snrpf/Snu13/Lsm3/Lsm4/Snrpb/Eftud2/Snrpd3",12
"GO:0030286","CC","GO:0030286","dynein complex","12/1394","36/10713",0.00138722006910567,0.0554378765485637,0.052889241976695,"Dynlrb2/Dnai4/Dnali1/Dnai2/Ccdc65/Dnai3/Dnai1/Dynlrb1/Dynlt2b/Dynll1/Dync2li1/Dync1i1",12
"GO:0005771","CC","GO:0005771","multivesicular body","12/1394","37/10713",0.00181362936275266,0.0675303800673145,0.0644258192145873,"Egfr/Crhr1/Cst3/H2-Ab1/Rab27b/Bst2/Apoe/Steap3/Cd63/Tpt1/Lamp1/Vta1",12
"GO:0003735","MF","GO:0003735","structural constituent of ribosome","81/1394","155/10713",3.71324196334502e-32,1.14757742877178e-28,1.09482007782415e-28,"Rpl26/Mrpl23/Rps27/Uba52/Rpl13/Rpl41/Rps14/Rplp1/Rpl18a/Rpl7a/Mrpl20/Rpl38/Rps17/Rps15a/Rps27rt/Mrps14/Rps15/Rps12/Rpl14/Rpsa/Rps3/Rps21/Rpl32/Rpl18/Mrpl27/Rpl35/Mrpl52/Rps19/Rpl34/Rps29/Rpl39/Rps26/Rps27a/Rps23/Rpl27/Rpl36/Rps18/Mrpl28/Rpl37a/Rps7/Rpl13a/Fau/Rpl11/Rps25/Rpl12/Rps16/Rpl27a/Rpl19/Rps8/Mrps18a/Rpl37/Ubb/Rps24/Rps27l/Mrpl41/Rps2/Rpl30/Mrps21/Ndufa7/Rplp0/Rpl7l1/Rpl31/Rps28/Mrpl46/Rps20/Mrps6/Mrps24/Mrpl33/Mrpl12/Rpl24/Rps9/Rps11/Mrpl36/Rpl35a/Rps13/Rpl23a/Rpl15/Rpl9/Rplp2/Rpl28/Rpl6",81
"GO:0004602","MF","GO:0004602","glutathione peroxidase activity","10/1394","11/10713",1.31332055050676e-08,1.44957755762184e-06,1.38293641427423e-06,"Gpx3/Gstt1/Mgst1/Gpx8/Gpx4/Gpx1/Gstk1/Mgst3/Prdx6/Gstp1",10
"GO:0030414","MF","GO:0030414","peptidase inhibitor activity","20/1394","52/10713",3.38546732084659e-06,0.00028277802040747,0.000269777922210278,"Renbp/Cast/Ngf/Birc5/Itih3/Cst3/Gbp5/Timp3/Reck/Bst2/A2m/Cstb/Serping1/C3/Serpina3n/Furin/Prnp/Pebp1/Lxn/Gapdh",20
"GO:0016209","MF","GO:0016209","antioxidant activity","17/1394","45/10713",2.41057615648601e-05,0.00182780343683794,0.00174377418969272,"Gpx3/Gstt1/Selenof/Mgst1/Gpx8/Gpx4/Gpx1/Gstk1/Mgst3/Pxdn/Apoe/Prdx1/Park7/Selenow/Prdx6/Gstp1/Prdx5",17
"GO:0031492","MF","GO:0031492","nucleosomal DNA binding","8/1394","12/10713",2.45441975825189e-05,0.00182780343683794,0.00174377418969272,"H1f2/H1f4/H2az1/H1f0/Macroh2a1/H3f3a/Hmgn1/H3f3b",8
"GO:0140678","MF","GO:0140678","molecular function inhibitor activity","59/1394","273/10713",4.57615231230389e-05,0.00310826345520334,0.00296536787201,"Renbp/Casp3/Glmn/Cast/Ngf/Pinx1/Fbxo5/Slit2/Phactr4/Rtkn/Smad6/Birc5/Cdkn2c/Itih3/Cdkn2b/Cst3/Gbp5/Timp3/Reck/Gchfr/Frat1/Ccl5/Bst2/Commd1/Rack1/Rps15/Thrsp/A2m/Anxa3/Ppp1r14b/Rps7/Cstb/Rpl11/Serping1/Ppp1r35/C3/Vamp8/Rpl37/Mcrs1/Sin3a/Atp5if1/Oaz1/Serpina3n/Trappc2b/Rps20/Dynll1/Furin/Prnp/Pebp1/Id4/Lxn/Ly6h/Ppp1r1a/Id3/Rnh1/Pkig/Macroh2a1/Bex3/Gapdh",59
"GO:0008009","MF","GO:0008009","chemokine activity","8/1394","15/10713",0.000221800130971389,0.0129334585805109,0.0123388712383488,"Ccl7/Cxcl1/Cxcl16/Ccl6/Ccl2/Ccl5/Cxcl14/Cxcl10",8
"GO:0031406","MF","GO:0031406","carboxylic acid binding","29/1394","117/10713",0.000379775016511715,0.0195615781421576,0.0186622775657774,"Folr1/P3h3/Ogfod3/Nme2/Egln3/Fabp5/Mag/Gchfr/Ptgds/Ass1/Sh3glb1/Grhpr/Fabp7/Tyms/Fabp3/Ppia/Mat2a/Mdk/Slc1a1/Yars2/Scp2/Glul/Ddah2/Furin/Rida/Id3/Gstp1/Epdr1/Psap",29
"GO:0004364","MF","GO:0004364","glutathione transferase activity","8/1394","16/10713",0.000393136826776178,0.0200824688124261,0.0191592214319282,"Gstt1/Mgst1/Gstk1/Mgst3/Gstm5/Gsta4/Gstm1/Gstp1",8
"GO:0043177","MF","GO:0043177","organic acid binding","29/1394","119/10713",0.000513502354526609,0.0247965472916326,0.0236565805103459,"Folr1/P3h3/Ogfod3/Nme2/Egln3/Fabp5/Mag/Gchfr/Ptgds/Ass1/Sh3glb1/Grhpr/Fabp7/Tyms/Fabp3/Ppia/Mat2a/Mdk/Slc1a1/Yars2/Scp2/Glul/Ddah2/Furin/Rida/Id3/Gstp1/Epdr1/Psap",29
"GO:0005507","MF","GO:0005507","copper ion binding","12/1394","33/10713",0.000570978295841064,0.0267482091433595,0.0255185189964322,"Lacc1/Mt3/Mt1/P2rx7/Commd1/S100a13/Park7/Cp/Prnp/Cox17/Atox1/Cuta",12
"GO:0019843","MF","GO:0019843","rRNA binding","19/1394","69/10713",0.000972410849127425,0.0417393851281709,0.0398205086024257,"Nsun4/Mrpl20/Rps3/Rps18/Rpl11/Rpl12/Tst/Rpl19/Mrps18a/Rpl37/Rplp0/Mrps6/Rps9/Rps11/Rps13/Rpl23a/Rpl9/Rpl6/Hmgb1",19
"GO:0045503","MF","GO:0045503","dynein light chain binding","6/1394","11/10713",0.00123682958574238,0.0502950241412742,0.0479828209094795,"Dnai4/Dnai2/Dnai3/Dnai1/Glul/Dync1i1",6
"GO:0005504","MF","GO:0005504","fatty acid binding","10/1394","27/10713",0.00139020722618142,0.0554378765485637,0.052889241976695,"Nme2/Fabp5/Ptgds/Sh3glb1/Fabp7/Fabp3/Scp2/Rida/Id3/Gstp1",10
"GO:0046933","MF","GO:0046933","proton-transporting ATP synthase activity, rotational mechanism","7/1394","15/10713",0.00154332858931287,0.0596207125658929,0.0568797812982284,"Atp5mf/Atp5mg/Atp5pd/Atp5me/Atp5pb/Atp5pf/Atp5po",7
"GO:0030546","MF","GO:0030546","signaling receptor activator activity","35/1394","165/10713",0.00212905010999143,0.077347979996814,0.0737920765575578,"Ccl7/Ngf/Slit2/Adm/C1qtnf12/Pdgfc/Ecrg4/Egfr/Cxcl1/Cxcl16/Ccn2/Ccl6/Vip/Ccl2/Ccl5/Tafa1/Nppc/Cck/Bmp6/Mia/Metrn/Ctf1/Nbl1/S100a4/Mdk/Mif/Nenf/Il18/Cxcl14/Cntf/Manf/Cd320/Enho/Cxcl10/Hmgb1",35
"GO:0031386","MF","GO:0031386","protein tag activity","6/1394","12/10713",0.00220243398793711,0.077347979996814,0.0737920765575578,"Uba52/Rps27a/Fau/Ubb/Nedd8/Ubl5",6
"GO:0044548","MF","GO:0044548","S100 protein binding","6/1394","12/10713",0.00220243398793711,0.077347979996814,0.0737920765575578,"S100a11/S100a1/S100b/S100a6/Ahnak/Ezr",6
"GO:0141047","MF","GO:0141047","molecular tag activity","6/1394","12/10713",0.00220243398793711,0.077347979996814,0.0737920765575578,"Uba52/Rps27a/Fau/Ubb/Nedd8/Ubl5",6
"GO:0045504","MF","GO:0045504","dynein heavy chain binding","7/1394","16/10713",0.00243792218239697,0.0797290847057972,0.0760637152090662,"Dnai4/Dnali1/Dnai2/Dnai3/Dnai1/Dync2li1/Dync1i1",7
"GO:0019205","MF","GO:0019205","nucleobase-containing compound kinase activity","10/1394","29/10713",0.00258491578545581,0.08365112287907,0.0798054462944252,"Nme2/Ak9/Ak7/Tk1/Pals2/Ak3/Nme5/Nme1/Adk/Guk1",10
"GO:0048018","MF","GO:0048018","receptor ligand activity","34/1394","161/10713",0.00263847582658324,0.0849396827297449,0.0810347674370577,"Ccl7/Ngf/Slit2/Adm/C1qtnf12/Pdgfc/Ecrg4/Cxcl1/Cxcl16/Ccn2/Ccl6/Vip/Ccl2/Ccl5/Tafa1/Nppc/Cck/Bmp6/Mia/Metrn/Ctf1/Nbl1/S100a4/Mdk/Mif/Nenf/Il18/Cxcl14/Cntf/Manf/Cd320/Enho/Cxcl10/Hmgb1",34
"GO:0009055","MF","GO:0009055","electron transfer activity","13/1394","44/10713",0.00303537747470883,0.0962136829291039,0.0917904702473352,"Steap4/Ndufa2/COX3/Uqcrh/ND3/Cyba/Sdhb/Ndufb7/Cyc1/Ndufs4/Ndufs7/Etfb/Ndufa10",13
"GO:0002181","BP","GO:0002181","cytoplasmic translation","61/1394","132/10713",6.69059833406018e-21,4.1354588302826e-18,3.94534019656896e-18,"Rpl26/Uba52/Rpl13/Rpl41/Rps14/Rplp1/Rpl18a/Rpl7a/Rpl38/Rps17/Rps15a/Rps15/Rps12/Rpl14/Rpsa/Rps3/Rps21/Rpl32/Rpl18/Rps19/Rpl34/Rps29/Rpl39/Rps26/Rps27a/Rps23/Rpl27/Rpl36/Rps18/Rpl37a/Rps7/Rpl13a/Mcts1/Fau/Rpl11/Rps25/Rpl12/Rps16/Rpl27a/Rpl19/Rps8/Rps24/Rps2/Rpl30/Rplp0/Rpl31/Rps28/Rps20/Rpl24/Rps9/Rps11/Rpl35a/Rps13/Rpl23a/Ncbp2/Rpl15/Rpl9/Rplp2/Rpl28/Rpl6/Ybx1",61
"GO:0006119","BP","GO:0006119","oxidative phosphorylation","58/1394","133/10713",1.95571158002556e-18,6.7156962645211e-16,6.40695688380303e-16,"Ndufa11/Cox7c/Chchd2/Ndufb1/Uqcrq/Cox7b/Atp5mf/Ndufa2/Uqcr10/COX3/Cox4i1/Uqcc2/Cox6a1/Ndufa3/Uqcr11/Ndufb4/Atp5pd/Cox7a2/Slc25a33/Ndufb9/Ndufc1/Ndufc2/Uqcrh/Ndufb6/Ndufb2/Cox8a/ND3/Ndufb11/Cox5b/Ndufa6/Ndufb5/Ndufs6/Ndufa12/Ndufv3/Ndufa8/Fxn/Park7/Iscu/Sdhb/Atp5me/Ndufa7/Ndufa1/Atp5pb/Atp5pf/Ndufb7/Ndufb8/Ndufa13/Ndufb10/Uqcrb/Cyc1/Ndufs4/Ndufs7/Ndufab1/Atp5po/Chchd10/Macroh2a1/Cycs/Ndufa10",58
